text,author
You will have a distinct idea of the ultimate body by conceiving it to be entire brain.,EAP
This it is not; but a conception of this nature will bring you near a comprehension of what it is.,EAP
A luminous body imparts vibration to the luminiferous ether.,EAP
The vibrations generate similar ones within the retina; these again communicate similar ones to the optic nerve.,EAP
"The nerve conveys similar ones to the brain; the brain, also, similar ones to the unparticled matter which permeates it.",EAP
"The motion of this latter is thought, of which perception is the first undulation.",EAP
"This is the mode by which the mind of the rudimental life communicates with the external world; and this external world is, to the rudimental life, limited, through the idiosyncrasy of its organs.",EAP
"But in the ultimate, unorganized life, the external world reaches the whole body, (which is of a substance having affinity to brain, as I have said,) with no other intervention than that of an infinitely rarer ether than even the luminiferous; and to this ether � in unison with it � the whole body vibrates, setting in motion the unparticled matter which permeates it.",EAP
"It is to the absence of idiosyncratic organs, therefore, that we must attribute the nearly unlimited perception of the ultimate life.",EAP
"To rudimental beings, organs are the cages necessary to confine them until fledged.",EAP
"P. You speak of rudimental ""beings.""",EAP
Are there other rudimental thinking beings than man?,EAP
"V. The multitudinous conglomeration of rare matter into nebul�, planets, suns, and other bodies which are neither nebul�, suns, nor planets, is for the sole purpose of supplying pabulum for the idiosyncrasy of the organs of an infinity of rudimental beings.",EAP
"But for the necessity of the rudimental, prior to the ultimate life, there would have been no bodies such as these.",EAP
"Each of these is tenanted by a distinct variety of organic, rudimental, thinking creatures.",EAP
"In all, the organs vary with the features of the place tenanted.",EAP
"At death, or metamorphosis, these creatures, enjoying the ultimate life � immortality � and cognizant of all secrets but the one, act all things and pass everywhere by mere volition: � indwelling, not the stars, which to us seem the sole palpabilities, and for the accommodation of which we blindly deem space created � but that SPACE itself � that infinity of which the truly substantive vastness swallows up the star-shadows -- blotting them out as non-entities from the perception of the angels.",EAP
"P. You say that ""but for the necessity of the rudimental life"" there would have been no stars.",EAP
But why this necessity?,EAP
"V. In the inorganic life, as well as in the inorganic matter generally, there is nothing to impede the action of one simple unique law � the Divine Volition.",EAP
"With the view of producing impediment, the organic life and matter, (complex, substantial, and law-encumbered,) were contrived.",EAP
P. But again � why need this impediment have been produced?,EAP
V. The result of law inviolate is perfection � right � negative happiness.,EAP
"The result of law violate is imperfection, wrong, positive pain.",EAP
"Through the impediments afforded by the number, complexity, and substantiality of the laws of organic life and matter, the violation of law is rendered, to a certain extent, practicable.",EAP
"Thus pain, which in the inorganic life is impossible, is possible in the organic.",EAP
P. But to what good end is pain thus rendered possible?,EAP
V. All things are either good or bad by comparison.,EAP
"A sufficient analysis will show that pleasure, in all cases, is but the contrast of pain.",EAP
Positive pleasure is a mere idea.,EAP
To be happy at any one point we must have suffered at the same.,EAP
Never to suffer would have been never to have been blessed.,EAP
"But it has been shown that, in the inorganic life, pain cannot be thus the necessity for the organic.",EAP
"The pain of the primitive life of Earth, is the sole basis of the bliss of the ultimate life in Heaven.",EAP
"P. Still, there is one of your expressions which I find it impossible to comprehend � ""the truly substantive vastness of infinity.""",EAP
"V. This, probably, is because you have no sufficiently generic conception of the term ""substance"" itself.",EAP
"We must not regard it as a quality, but as a sentiment: � it is the perception, in thinking beings, of the adaptation of matter to their organization.",EAP
"There are many things on the Earth, which would be nihility to the inhabitants of Venus � many things visible and tangible in Venus, which we could not be brought to appreciate as existing at all.",EAP
"But to the inorganic beings � to the angels � the whole of the unparticled matter is substance; that is to say, the whole of what we term ""space"" is to them the truest substantiality; � the stars, meantime, through what we consider their materiality, escaping the angelic sense, just in proportion as the unparticled matter, through what we consider its immateriality, eludes the organic.",EAP
"As the sleep-waker pronounced these latter words, in a feeble tone, I observed on his countenance a singular expression, which somewhat alarmed me, and induced me to awake him at once.",EAP
"No sooner had I done this, than, with a bright smile irradiating all his features, he fell back upon his pillow and expired.",EAP
I noticed that in less than a minute afterward his corpse had all the stern rigidity of stone.,EAP
His brow was of the coldness of ice.,EAP
"Thus, ordinarily, should it have appeared, only after long pressure from Azrael's hand.",EAP
"Had the sleep-waker, indeed, during the latter portion of his discourse, been addressing me from out the region of the shadows?",EAP
OF my country and of my family I have little to say.,EAP
"Ill usage and length of years have driven me from the one, and estranged me from the other.",EAP
"Hereditary wealth afforded me an education of no common order, and a contemplative turn of mind enabled me to methodize the stores which early study very diligently garnered up.",EAP
"Beyond all things the works of the German moralists gave me great delight; not from any ill-advised admiration of their eloquent madness, but from the ease with which my habits of rigid thought enabled me to detect their falsities.",EAP
I have often been reproached with the aridity of my genius --a deficiency of imagination has been imputed to me as a crime --and the Pyrrhonism of my opinions has at all times rendered me notorious.,EAP
"Indeed a strong relish for physical philosophy has, I fear, tinctured my mind with a very common error of this age --I mean the habit of referring occurrences, even the least susceptible of such reference, to the principles of that science.",EAP
"Upon the whole, no person could be less liable than myself to be led away from the severe precincts of truth by the ignes fatui of superstition.",EAP
"I have thought proper to premise thus much lest the incredible tale I have to tell should be considered rather the raving of a crude imagination, than the positive experience of a mind to which the reveries of fancy have been a dead letter and a nullity.",EAP
"After many years spent in foreign travel, I sailed in the year 18-- , from the port of Batavia, in the rich and populous island of Java, on a voyage to the Archipelago of the Sunda islands.",EAP
I went as passenger --having no other inducement than a kind of nervous restlessness which haunted me like a fiend.,EAP
"Our vessel was a beautiful ship of about four hundred tons, copper-fastened, and built at Bombay of Malabar teak.",EAP
"She was freighted with cotton-wool and oil, from the Lachadive islands.",EAP
"We had also on board coir, jaggeree, ghee, cocoa-nuts, and a few cases of opium.",EAP
"The stowage was clumsily done, and the vessel consequently crank.",EAP
"We got under way with a mere breath of wind, and for many days stood along the eastern coast of Java, without any other incident to beguile the monotony of our course than the occasional meeting with some of the small grabs of the Archipelago to which we were bound.",EAP
"One evening, leaning over the taffrail, I observed a very singular, isolated cloud, to the N. W. It was remarkable, as well for its color, as from its being the first we had seen since our departure from Batavia.",EAP
"I watched it attentively until sunset, when it spread all at once to the eastward and westward, girting in the horizon with a narrow strip of vapor, and looking like a long line of low beach.",EAP
"My notice was soon afterwards attracted by the duskyred appearance of the moon, and the peculiar character of the sea.",EAP
"The latter was undergoing a rapid change, and the water seemed more than usually transparent.",EAP
"Although I could distinctly see the bottom, yet, heaving the lead, I found the ship in fifteen fathoms.",EAP
"The air now became intolerably hot, and was loaded with spiral exhalations similar to those arising from heated iron.",EAP
"As night came on, every breath of wind died away, and a more entire calm it is impossible to conceive.",EAP
"The flame of a candle burned upon the poop without the least perceptible motion, and a long hair, held between the finger and thumb, hung without the possibility of detecting a vibration.",EAP
"However, as the captain said he could perceive no indication of danger, and as we were drifting in bodily to shore, he ordered the sails to be furled, and the anchor let go.",EAP
"No watch was set, and the crew, consisting principally of Malays, stretched themselves deliberately upon deck.",EAP
I went below --not without a full presentiment of evil.,EAP
Indeed every appearance warranted me in apprehending a Simoom.,EAP
"I told the captain my fears --but he paid no attention to what I said, and left me without deigning to give a reply.",EAP
"My uneasiness, however, prevented me from sleeping, and about midnight I went upon deck.",EAP
"As I placed my foot upon the upper step of the companion-ladder, I was startled with a loud, humming noise, like that occasioned by the rapid revolution of a mill-wheel, and before I could ascertain its meaning, I found the ship quivering to its centre.",EAP
"In the next instant, a wilderness of foam hurled us upon our beam-ends, and, rushing over us fore and aft, swept the entire decks from stem to stern.",EAP
The extreme fury of the blast proved in a great measure the salvation of the ship.,EAP
"Although completely water-logged, yet, as all her masts had gone by the board, she rose, after a minute, heavily from the sea, and, staggering awhile beneath the immense pressure of the tempest, finally righted.",EAP
"By what miracle I escaped destruction, it is impossible to say.",EAP
"Stunned by the shock of the water, I found myself, upon recovery, jammed in between the stern-post and rudder.",EAP
"With great difficulty I gained my feet, and looking dizzily around, was, at first, struck with the idea of our being among breakers, so terrific beyond the wildest imagination was the whirlpool of mountainous and foaming ocean within which we were engulfed.",EAP
"After a while, I heard the voice of an old Swede, who had shipped with us at the moment of our leaving port.",EAP
"I hallooed to him with all my strength, and presently he came reeling aft.",EAP
We soon discovered that we were the sole survivors of the accident.,EAP
"All on deck, with the exception of ourselves, had been swept overboard, and the captain and mates must have perished as they slept, for the cabins were deluged with water.",EAP
"Without assistance, we could expect to do little for the security of the ship, and our exertions were at first paralyzed by the momentary expectation of going down.",EAP
"Our cable had, of course, parted like pack-thread, at the first breath of the hurricane, or we should have been instantaneously overwhelmed.",EAP
"We scudded with frightful velocity before the sea, and the water made clear breaches over us.",EAP
"The frame-work of our stern was shattered excessively, and, in almost every respect, we had received considerable injury --but to our extreme joy we found the pumps unchoked, and that we had made no great shifting of our ballast.",EAP
"The main fury of the Simoom had already blown over, and we apprehended little danger from the violence of the wind --but we looked forward to its total cessation with dismay, well believing, that, in our shattered condition, we should inevitably perish in the tremendous swell which would ensue.",EAP
But this very just apprehension seemed by no means likely to be soon verified.,EAP
"For five entire days and nights --during which our only subsistence was a small quantity of jaggeree, procured with great difficulty from the forecastle --the hulk flew at a rate defying computation, before rapidly succeeding flaws of wind, which, without equalling the first violence of the Simoom, were still more terrific than any tempest I had before encountered.",EAP
"Our course for the first four days was, with trifling variations, S. E. and by South; and we must have run down the coast of New Holland.",EAP
"On the fifth day the cold became extreme, although the wind had hauled round a point more to the northward.",EAP
"The sun arose with a sickly yellow lustre, and clambered a very few degrees above the horizon --emitting no decisive light.",EAP
"There were no clouds whatever apparent, yet the wind was upon the increase, and blew with a fitful and unsteady fury.",EAP
"About noon, as nearly as we could guess, our attention was again arrested by the appearance of the sun.",EAP
"It gave out no light, properly so called, but a dull and sullen glow unaccompanied by any ray.",EAP
"Just before sinking within the turgid sea its central fires suddenly went out, as if hurriedly extinguished by some unaccountable power.",EAP
"It was a dim, silver-like rim, alone, as it rushed down the unfathomable ocean.",EAP
"We waited in vain for the arrival of the sixth day --that day to me has not arrived --to the Swede, never did arrive.",EAP
"Thenceforward we were enshrouded in pitchy darkness, so that we could not have seen an object at twenty paces from the ship.",EAP
"Eternal night continued to envelop us, all unrelieved by the phosphoric sea-brilliancy to which we had been accustomed in the tropics.",EAP
"We observed too, that, although the tempest continued to rage with unabated violence, there was no longer to be discovered the usual appearance of surf, or foam, which had hitherto attended us.",EAP
"All around was horror, and thick gloom, and a black sweltering desert of ebony.",EAP
"Superstitious terror crept by degrees into the spirit of the old Swede, and my own soul was wrapped up in silent wonder.",EAP
"We neglected all care of the ship, as worse than useless, and securing ourselves as well as possible to the stump of the mizen-mast, looked out bitterly into the world of ocean.",EAP
"We had no means of calculating time, nor could we form any guess of our situation.",EAP
"We were, however, well aware of having made farther to the southward than any previous navigators, and felt extreme amazement at not meeting with the usual impediments of ice.",EAP
In the meantime every moment threatened to be our last --every mountainous billow hurried to overwhelm us.,EAP
"The swell surpassed anything I had imagined possible, and that we were not instantly buried is a miracle.",EAP
"My companion spoke of the lightness of our cargo, and reminded me of the excellent qualities of our ship --but I could not help feeling the utter hopelessness of hope itself, and prepared myself gloomily for that death which I thought nothing could defer beyond an hour, as, with every knot of way the ship made, the swelling of the black stupendous seas became more dismally appalling.",EAP
"At times we gasped for breath at an elevation beyond the Albatross --at times became dizzy with the velocity of our descent into some watery hell, where the air grew stagnant, and no sound disturbed the slumbers of the Kraken.",EAP
"We were at the bottom of one of these abysses, when a quick scream from my companion broke fearfully upon the night.",EAP
"--cried he, shrieking in my ears, -- ""Almighty God!",EAP
"As he spoke, I became aware of a dull, sullen glare of red light which streamed down the sides of the vast chasm where we lay, and threw a fitful brilliancy upon our deck.",EAP
"Casting my eyes upwards, I beheld a spectacle which froze the current of my blood.",EAP
"At a terrific height directly above us, and upon the very verge of the precipitous descent, hovered a gigantic ship of nearly four thousand tons.",EAP
"Although upreared upon the summit of a wave of more than a hundred times her own altitude, her apparent size still exceeded that of any ship of the line or East Indiaman in existence.",EAP
"Her huge hull was of a deep dingy black, unrelieved by any of the customary carvings of a ship.",EAP
"A single row of brass cannon protruded from her open ports, and dashed off from their polished surfaces the fires of innumerable battle-lanterns, which swung to and fro about her rigging.",EAP
"But what mainly inspired us with horror and astonishment, was that she bore up under a press of sail in the very teeth of that supernatural sea, and of that ungovernable hurricane.",EAP
"When we first discovered her, her stupendous bows were alone to be seen, as she rose up, like a demon of the deep, slowly from the dim and horrible gulf beyond her.",EAP
"For a moment of intense terror she paused upon the giddy pinnacle, as if in contemplation of her own sublimity, then trembled and tottered, and --came down.",EAP
"At this instant, I know not what sudden self-possession came over my spirit.",EAP
"Staggering as far aft as I could, I awaited fearlessly the ruin that was to overwhelm.",EAP
"Our own vessel was at length ceasing from her struggles, and sinking with her head to the sea.",EAP
"The shock of the descending mass struck her, consequently, in that portion of her frame which was already under water, and the inevitable result was to hurl me with irresistible violence upon the rigging of the stranger.",EAP
"As I fell, the ship hove in stays, and went about, and to the confusion ensuing I attributed my escape from the notice of the crew.",EAP
"With little difficulty I made my way unperceived to the main hatchway, which was partially open, and soon found an opportunity of secreting myself in the hold.",EAP
Why I did so I can hardly tell.,EAP
"A nameless and indefinite sense of awe, which at first sight of the navigators of the ship had taken hold of my mind, was perhaps the principle of my concealment.",EAP
"I was unwilling to trust myself with a race of people who had offered, to the cursory glance I had taken, so many points of vague novelty, doubt, and apprehension.",EAP
I therefore thought proper to contrive a hiding-place in the hold.,EAP
This I did by removing a small portion of the shifting-boards in such a manner as to afford me a convenient retreat between the huge timbers of the ship.,EAP
"I had scarcely completed my work, when a footstep in the hold forced me to make use of it.",EAP
A man passed by my place of concealment with a feeble and unsteady gait.,EAP
"I could not see his face, but had an opportunity of observing his general appearance.",EAP
There was about it an evidence of great age and infirmity.,EAP
"His knees tottered beneath a load of years, and his entire frame quivered under the burthen.",EAP
"He muttered to himself, in a low broken tone, some words of a language which I could not understand, and groped in a corner among a pile of singular-looking instruments, and decayed charts of navigation.",EAP
"His manner was a wild mixture of the peevishness of second childhood, and the solemn dignity of a god.",EAP
"He at length went on deck, and I saw him no more.",EAP
"* * * * * * A feeling, for which I have no name, has taken possession of my soul -- a sensation which will admit of no analysis, to which the lessons of by-gone time are inadequate, and for which I fear futurity itself will offer me no key.",EAP
To a mind constituted like my own the latter consideration is an evil.,EAP
"I shall never, -- I know that I shall never -- be satisfied with regard to the nature of my conceptions.",EAP
"Yet it is not wonderful that these conceptions are indefinite, since they have their origin in sources so utterly novel.",EAP
"A new sense, a new entity is added to my soul.",EAP
"It is long since I first trod the deck of this terrible ship, and the rays of my destiny are, I think, gathering to a focus.",EAP
"Wrapped up in meditations of a kind which I cannot divine, they pass me by unnoticed.",EAP
"Concealment is utter folly on my part, for the people will not see.",EAP
"It was but just now that I passed directly before the eyes of the mate, -- it was no long while ago that I ventured into the captain's own private cabin, and took thence the materials with which I write, and have written.",EAP
I shall from time to time continue this journal.,EAP
"It is true that I may not find an opportunity of transmitting it to the world, but I will not fail to make the endeavor.",EAP
"At the last moment I will enclose the MS. in a bottle, and cast it within the sea.",EAP
An incident has occurred which has given me new room for meditation.,EAP
Are such things the operations of ungoverned Chance?,EAP
"I had ventured upon deck and thrown myself down, without attracting any notice, among a pile of ratlin-stuff and old sails in the bottom of the yawl.",EAP
"While musing upon the singularity of my fate, I unwittingly daubed with a tar-brush the edges of a neatly-folded studding-sail which lay near me on a barrel.",EAP
"The studding-sail is now bent upon the ship, and the thoughtless touches of the brush are spread out into the word DISCOVERY.",EAP
I have made many observations lately upon the structure of the vessel.,EAP
"Although well armed, she is not, I think, a ship of war.",EAP
"Her rigging, build, and general equipment, all negative a supposition of this kind.",EAP
"What she is not I can easily perceive, what she is I fear it is impossible to say.",EAP
"I know not how it is, but in scrutinizing her strange model and singular cast of spars, her huge size and overgrown suits of canvass, her severely simple bow and antiquated stern, there will occasionally flash across my mind a sensation of familiar things, and there is always mixed up with such indistinct shadows of recollection, an unaccountable memory of old foreign chronicles and ages long ago.",EAP
I have been looking at the timbers of the ship.,EAP
She is built of a material to which I am a stranger.,EAP
There is a peculiar character about the wood which strikes me as rendering it unfit for the purpose to which it has been applied.,EAP
"I mean its extreme porousness, considered independently of the wormeaten condition which is a consequence of navigation in these seas, and apart from the rottenness attendant upon age.",EAP
"It will appear perhaps an observation somewhat over-curious, but this wood has every characteristic of Spanish oak, if Spanish oak were distended or swelled by any unnatural means.",EAP
In reading the above sentence a curious apothegm of an old weather-beaten Dutch navigator comes full upon my recollection.,EAP
"""It is as sure,"" he was wont to say, when any doubt was entertained of his veracity, ""as sure as there is a sea where the ship itself will grow in bulk like the living body of the seaman.""",EAP
"About an hour ago, I made bold to thrust myself among a group of the crew.",EAP
"They paid me no manner of attention, and, although I stood in the very midst of them all, seemed utterly unconscious of my presence.",EAP
"Like the one I had at first seen in the hold, they all bore about them the marks of a hoary old age.",EAP
"Their knees trembled with infirmity, their shoulders were bent double with decrepitude, their shrivelled skins rattled in the wind, their voices were low, tremulous, and broken, their eyes glistened with the rheum of years, and their gray hairs streamed terribly in the tempest.",EAP
Around them on every part of the deck lay scattered mathematical instruments of the most quaint and obsolete construction.,EAP
I mentioned some time ago the bending of a studding-sail.,EAP
"From that period the ship, being thrown dead off the wind, has held her terrific course due south, with every rag of canvass packed upon her from her trucks to her lower-studding-sail booms, and rolling every moment her top-gallant yard-arms into the most appalling hell of water which it can enter into the mind of man to imagine.",EAP
"I have just left the deck, where I find it impossible to maintain a footing, although the crew seem to experience little inconvenience.",EAP
It appears to me a miracle of miracles that our enormous bulk is not buried up at once and forever.,EAP
"We are surely doomed to hover continually upon the brink of Eternity, without taking a final plunge into the abyss.",EAP
"From billows a thousand times more stupendous than any I have ever seen, we glide away with the facility of the arrowy sea-gull; and the colossal waters rear their heads above us like demons of the deep, but like demons confined to simple threats and forbidden to destroy.",EAP
I am led to attribute these frequent escapes to the only natural cause which can account for such effect.,EAP
"I must suppose the ship to be within the influence of some strong current, or impetuous under-tow.",EAP
"I have seen the captain face to face, and in his own cabin -- but, as I expected, he paid me no attention.",EAP
"Although in his appearance there is, to a casual observer, nothing which might bespeak him more or less than man --still a feeling of irrepressible reverence and awe mingled with the sensation of wonder with which I regarded him.",EAP
"In stature he is nearly my own height, that is, about five feet eight inches.",EAP
"He is of a well-knit and compact frame of body, neither robust nor remarkably otherwise.",EAP
"But it is the singularity of the expression which reigns upon the face, it is the intense, the wonderful, the thrilling evidence of old age so utter, so extreme, which excites within my spirit a sense --a sentiment ineffable.",EAP
"His forehead, although little wrinkled, seems to bear upon it the stamp of a myriad of years.",EAP
"His gray hairs are records of the past, and his grayer eyes are sybils of the future.",EAP
"The cabin floor was thickly strewn with strange, iron-clasped folios, and mouldering instruments of science, and obsolete long-forgotten charts.",EAP
"His head was bowed down upon his hands, and he pored with a fiery unquiet eye over a paper which I took to be a commission, and which, at all events, bore the signature of a monarch.",EAP
"He muttered to himself, as did the first seaman whom I saw in the hold, some low peevish syllables of a foreign tongue, and although the speaker was close at my elbow, yet his voice seemed to reach my ears from the distance of a mile.",EAP
The ship and all in it are imbued with the spirit of Eld.,EAP
"The crew glide to and fro like the ghosts of buried centuries, their eyes have an eager and uneasy meaning, and when their figures fall athwart my path in the wild glare of the battle-latterns, I feel as I have never felt before, although I have been all my life a dealer in antiquities, and have imbibed the shadows of fallen columns at Balbec, and Tadmor, and Persepolis, until my very soul has become a ruin.",EAP
When I look around me I feel ashamed of my former apprehensions.,EAP
"If I trembled at the blast which has hitherto attended us, shall I not stand aghast at a warring of wind and ocean, to convey any idea of which the words tornado and simoom are trivial and ineffective!",EAP
"All in the immediate vicinity of the ship is the blackness of eternal night, and a chaos of foamless water; but, about a league on either side of us, may be seen, indistinctly and at intervals, stupendous ramparts of ice, towering away into the desolate sky, and looking like the walls of the universe.",EAP
"As I imagined, the ship proves to be in a current; if that appellation can properly be given to a tide which, howling and shrieking by the white ice, thunders on to the southward with a velocity like the headlong dashing of a cataract.",EAP
"To conceive the horror of my sensations is, I presume, utterly impossible --yet a curiosity to penetrate the mysteries of these awful regions predominates even over my despair, and will reconcile me to the most hideous aspect of death.",EAP
"It is evident that we are hurrying onwards to some exciting knowledge --some never-to-be-imparted secret, whose attainment is destruction.",EAP
Perhaps this current leads us to the southern pole itself --it must be confessed that a supposition apparently so wild has every probability in its favor.,EAP
"The crew pace the deck with unquiet and tremulous step, but there is upon their countenances an expression more of the eagerness of hope than of the apathy of despair.",EAP
"In the meantime the wind is still in our poop, and as we carry a crowd of canvass, the ship is at times lifted bodily from out the sea --Oh, horror upon horror!",EAP
"the ice opens suddenly to the right, and to the left, and we are whirling dizzily, in immense concentric circles, round and round the borders of a gigantic amphitheatre, the summit of whose walls is lost in the darkness and the distance.",EAP
"But little time will be left me to ponder upon my destiny --the circles rapidly grow small --we are plunging madly within the grasp of the whirlpool --and amid a roaring, and bellowing, and shrieking of ocean and of tempest, the ship is quivering, oh God!",EAP
"""CON tal que las costumbres de un autor,"" says Don Thomas de las Torres, in the preface to his ""Amatory Poems"" ""sean puras y castas, importo muy poco que no sean igualmente severas sus obras"" -- meaning, in plain English, that, provided the morals of an author are pure personally, it signifies nothing what are the morals of his books.",EAP
We presume that Don Thomas is now in Purgatory for the assertion.,EAP
"It would be a clever thing, too, in the way of poetical justice, to keep him there until his ""Amatory Poems"" get out of print, or are laid definitely upon the shelf through lack of readers.",EAP
"Every fiction should have a moral; and, what is more to the purpose, the critics have discovered that every fiction has.",EAP
"Philip Melanchthon, some time ago, wrote a commentary upon the ""Batrachomyomachia,"" and proved that the poet's object was to excite a distaste for sedition.",EAP
"Pierre la Seine, going a step farther, shows that the intention was to recommend to young men temperance in eating and drinking.",EAP
"Just so, too, Jacobus Hugo has satisfied himself that, by Euenis, Homer meant to insinuate John Calvin; by Antinous, Martin Luther; by the Lotophagi, Protestants in general; and, by the Harpies, the Dutch.",EAP
Our more modern Scholiasts are equally acute.,EAP
"These fellows demonstrate a hidden meaning in ""The Antediluvians,"" a parable in Powhatan,"" new views in ""Cock Robin,"" and transcendentalism in ""Hop O' My Thumb.""",EAP
"In short, it has been shown that no man can sit down to write without a very profound design.",EAP
Thus to authors in general much trouble is spared.,EAP
"A novelist, for example, need have no care of his moral.",EAP
"It is there -- that is to say, it is somewhere -- and the moral and the critics can take care of themselves.",EAP
"When the proper time arrives, all that the gentleman intended, and all that he did not intend, will be brought to light, in the ""Dial,"" or the ""Down-Easter,"" together with all that he ought to have intended, and the rest that he clearly meant to intend: -- so that it will all come very straight in the end.",EAP
"There is no just ground, therefore, for the charge brought against me by certain ignoramuses -- that I have never written a moral tale, or, in more precise words, a tale with a moral.",EAP
"They are not the critics predestined to bring me out, and develop my morals: -- that is the secret.",EAP
"By and by the ""North American Quarterly Humdrum"" will make them ashamed of their stupidity.",EAP
"In the meantime, by way of staying execution -- by way of mitigating the accusations against me -- I offer the sad history appended, -- a history about whose obvious moral there can be no question whatever, since he who runs may read it in the large capitals which form the title of the tale.",EAP
"I should have credit for this arrangement -- a far wiser one than that of La Fontaine and others, who reserve the impression to be conveyed until the last moment, and thus sneak it in at the fag end of their fables.",EAP
"Defuncti injuria ne afficiantur was a law of the twelve tables, and De mortuis nil nisi bonum is an excellent injunction -- even if the dead in question be nothing but dead small beer.",EAP
"It is not my design, therefore, to vituperate my deceased friend, Toby Dammit.",EAP
"He was a sad dog, it is true, and a dog's death it was that he died; but he himself was not to blame for his vices.",EAP
They grew out of a personal defect in his mother.,EAP
"She did her best in the way of flogging him while an infant -- for duties to her well -- regulated mind were always pleasures, and babies, like tough steaks, or the modern Greek olive trees, are invariably the better for beating -- but, poor woman!",EAP
"she had the misfortune to be left-handed, and a child flogged left-handedly had better be left unflogged.",EAP
The world revolves from right to left.,EAP
It will not do to whip a baby from left to right.,EAP
"If each blow in the proper direction drives an evil propensity out, it follows that every thump in an opposite one knocks its quota of wickedness in.",EAP
"I was often present at Toby's chastisements, and, even by the way in which he kicked, I could perceive that he was getting worse and worse every day.",EAP
"At last I saw, through the tears in my eyes, that there was no hope of the villain at all, and one day when he had been cuffed until he grew so black in the face that one might have mistaken him for a little African, and no effect had been produced beyond that of making him wriggle himself into a fit, I could stand it no longer, but went down upon my knees forthwith, and, uplifting my voice, made prophecy of his ruin.",EAP
The fact is that his precocity in vice was awful.,EAP
At five months of age he used to get into such passions that he was unable to articulate.,EAP
"At six months, I caught him gnawing a pack of cards.",EAP
At seven months he was in the constant habit of catching and kissing the female babies.,EAP
At eight months he peremptorily refused to put his signature to the Temperance pledge.,EAP
"Thus he went on increasing in iniquity, month after month, until, at the close of the first year, he not only insisted upon wearing moustaches, but had contracted a propensity for cursing and swearing, and for backing his assertions by bets.",EAP
"Through this latter most ungentlemanly practice, the ruin which I had predicted to Toby Dammit overtook him at last.",EAP
"The fashion had ""grown with his growth and strengthened with his strength,"" so that, when he came to be a man, he could scarcely utter a sentence without interlarding it with a proposition to gamble.",EAP
Not that he actually laid wagers -- no.,EAP
I will do my friend the justice to say that he would as soon have laid eggs.,EAP
With him the thing was a mere formula -- nothing more.,EAP
His expressions on this head had no meaning attached to them whatever.,EAP
They were simple if not altogether innocent expletives -- imaginative phrases wherewith to round off a sentence.,EAP
"When he said ""I'll bet you so and so,"" nobody ever thought of taking him up; but still I could not help thinking it my duty to put him down.",EAP
"The habit was an immoral one, and so I told him.",EAP
It was a vulgar one- this I begged him to believe.,EAP
It was discountenanced by society -- here I said nothing but the truth.,EAP
It was forbidden by act of Congress -- here I had not the slightest intention of telling a lie.,EAP
I remonstrated -- but to no purpose.,EAP
I demonstrated -- in vain.,EAP
I entreated -- he smiled.,EAP
I implored -- he laughed.,EAP
I preached- he sneered.,EAP
I threatened -- he swore.,EAP
I kicked him -- he called for the police.,EAP
"I pulled his nose -- he blew it, and offered to bet the Devil his head that I would not venture to try that experiment again.",EAP
Poverty was another vice which the peculiar physical deficiency of Dammit's mother had entailed upon her son.,EAP
"He was detestably poor, and this was the reason, no doubt, that his expletive expressions about betting, seldom took a pecuniary turn.",EAP
"I will not be bound to say that I ever heard him make use of such a figure of speech as ""I'll bet you a dollar.""",EAP
"It was usually ""I'll bet you what you please,"" or ""I'll bet you what you dare,"" or ""I'll bet you a trifle,"" or else, more significantly still, ""I'll bet the Devil my head.""",EAP
This latter form seemed to please him best; -- perhaps because it involved the least risk; for Dammit had become excessively parsimonious.,EAP
"Had any one taken him up, his head was small, and thus his loss would have been small too.",EAP
But these are my own reflections and I am by no means sure that I am right in attributing them to him.,EAP
"At all events the phrase in question grew daily in favor, notwithstanding the gross impropriety of a man betting his brains like bank-notes: -- but this was a point which my friend's perversity of disposition would not permit him to comprehend.",EAP
"In the end, he abandoned all other forms of wager, and gave himself up to ""I'll bet the Devil my head,"" with a pertinacity and exclusiveness of devotion that displeased not less than it surprised me.",EAP
I am always displeased by circumstances for which I cannot account.,EAP
"Mysteries force a man to think, and so injure his health.",EAP
"The truth is, there was something in the air with which Mr. Dammit was wont to give utterance to his offensive expression -- something in his manner of enunciation -- which at first interested, and afterwards made me very uneasy -- something which, for want of a more definite term at present, I must be permitted to call queer; but which Mr. Coleridge would have called mystical, Mr. Kant pantheistical, Mr. Carlyle twistical, and Mr. Emerson hyperquizzitistical.",EAP
I began not to like it at all.,EAP
Mr. Dammits soul was in a perilous state.,EAP
I resolved to bring all my eloquence into play to save it.,EAP
"I vowed to serve him as St. Patrick, in the Irish chronicle, is said to have served the toad, -- that is to say, ""awaken him to a sense of his situation.""",EAP
I addressed myself to the task forthwith.,EAP
Once more I betook myself to remonstrance.,EAP
Again I collected my energies for a final attempt at expostulation.,EAP
"When I had made an end of my lecture, Mr. Dammit indulged himself in some very equivocal behavior.",EAP
"For some moments he remained silent, merely looking me inquisitively in the face.",EAP
"But presently he threw his head to one side, and elevated his eyebrows to a great extent.",EAP
Then he spread out the palms of his hands and shrugged up his shoulders.,EAP
Then he winked with the right eye.,EAP
Then he repeated the operation with the left.,EAP
Then he shut them both up very tight.,EAP
Then he opened them both so very wide that I became seriously alarmed for the consequences.,EAP
"Then, applying his thumb to his nose, he thought proper to make an indescribable movement with the rest of his fingers.",EAP
