,text,author
507,"After days and nights of incredible labour and fatigue, I succeeded in discovering the cause of generation and life; nay, more, I became myself capable of bestowing animation upon lifeless matter.",MWS
508,The astonishment which I had at first experienced on this discovery soon gave place to delight and rapture.,MWS
509,"After so much time spent in painful labour, to arrive at once at the summit of my desires was the most gratifying consummation of my toils.",MWS
510,"But this discovery was so great and overwhelming that all the steps by which I had been progressively led to it were obliterated, and I beheld only the result.",MWS
511,What had been the study and desire of the wisest men since the creation of the world was now within my grasp.,MWS
512,"Not that, like a magic scene, it all opened upon me at once:  the information I had obtained was of a nature rather to direct my endeavours so soon as I should point them towards the object of my search than to exhibit that object already accomplished.",MWS
513,"I was like the Arabian who had been buried with the dead and found a passage to life, aided only by one glimmering and seemingly ineffectual light.",MWS
514,"I see by your eagerness and the wonder and hope which your eyes express, my friend, that you expect to be informed of the secret with which I am acquainted; that cannot be; listen patiently until the end of my story, and you will easily perceive why I am reserved upon that subject.",MWS
515,"I will not lead you on, unguarded and ardent as I then was, to your destruction and infallible misery.",MWS
516,"Learn from me, if not by my precepts, at least by my example, how dangerous is the acquirement of knowledge and how much happier that man is who believes his native town to be the world, than he who aspires to become greater than his nature will allow.",MWS
517,"When I found so astonishing a power placed within my hands, I hesitated a long time concerning the manner in which I should employ it.",MWS
518,"Although I possessed the capacity of bestowing animation, yet to prepare a frame for the reception of it, with all its intricacies of fibres, muscles, and veins, still remained a work of inconceivable difficulty and labour.",MWS
519,"I doubted at first whether I should attempt the creation of a being like myself, or one of simpler organization; but my imagination was too much exalted by my first success to permit me to doubt of my ability to give life to an animal as complex and wonderful as man.",MWS
520,"The materials at present within my command hardly appeared adequate to so arduous an undertaking, but I doubted not that I should ultimately succeed.",MWS
521,"I prepared myself for a multitude of reverses; my operations might be incessantly baffled, and at last my work be imperfect, yet when I considered the improvement which every day takes place in science and mechanics, I was encouraged to hope my present attempts would at least lay the foundations of future success.",MWS
522,Nor could I consider the magnitude and complexity of my plan as any argument of its impracticability.,MWS
523,It was with these feelings that I began the creation of a human being.,MWS
524,"As the minuteness of the parts formed a great hindrance to my speed, I resolved, contrary to my first intention, to make the being of a gigantic stature, that is to say, about eight feet in height, and proportionably large.",MWS
525,"After having formed this determination and having spent some months in successfully collecting and arranging my materials, I began.",MWS
526,"No one can conceive the variety of feelings which bore me onwards, like a hurricane, in the first enthusiasm of success.",MWS
527,"Life and death appeared to me ideal bounds, which I should first break through, and pour a torrent of light into our dark world.",MWS
528,A new species would bless me as its creator and source; many happy and excellent natures would owe their being to me.,MWS
529,No father could claim the gratitude of his child so completely as I should deserve theirs.,MWS
530,"Pursuing these reflections, I thought that if I could bestow animation upon lifeless matter, I might in process of time (although I now found it impossible) renew life where death had apparently devoted the body to corruption.",MWS
531,"These thoughts supported my spirits, while I pursued my undertaking with unremitting ardour.",MWS
532,"My cheek had grown pale with study, and my person had become emaciated with confinement.",MWS
533,"Sometimes, on the very brink of certainty, I failed; yet still I clung to the hope which the next day or the next hour might realise.",MWS
534,"One secret which I alone possessed was the hope to which I had dedicated myself; and the moon gazed on my midnight labours, while, with unrelaxed and breathless eagerness, I pursued nature to her hiding-places.",MWS
535,Who shall conceive the horrors of my secret toil as I dabbled among the unhallowed damps of the grave or tortured the living animal to animate the lifeless clay?,MWS
536,"My limbs now tremble, and my eyes swim with the remembrance; but then a resistless and almost frantic impulse urged me forward; I seemed to have lost all soul or sensation but for this one pursuit.",MWS
537,"It was indeed but a passing trance, that only made me feel with renewed acuteness so soon as, the unnatural stimulus ceasing to operate, I had returned to my old habits.",MWS
538,"I collected bones from charnel-houses and disturbed, with profane fingers, the tremendous secrets of the human frame.",MWS
539,"In a solitary chamber, or rather cell, at the top of the house, and separated from all the other apartments by a gallery and staircase, I kept my workshop of filthy creation; my eyeballs were starting from their sockets in attending to the details of my employment.",MWS
540,"The dissecting room and the slaughter-house furnished many of my materials; and often did my human nature turn with loathing from my occupation, whilst, still urged on by an eagerness which perpetually increased, I brought my work near to a conclusion.",MWS
541,"The summer months passed while I was thus engaged, heart and soul, in one pursuit.",MWS
542,"It was a most beautiful season; never did the fields bestow a more plentiful harvest or the vines yield a more luxuriant vintage, but my eyes were insensible to the charms of nature.",MWS
543,"And the same feelings which made me neglect the scenes around me caused me also to forget those friends who were so many miles absent, and whom I had not seen for so long a time.",MWS
544,"I knew my silence disquieted them, and I well remembered the words of my father:  “I know that while you are pleased with yourself you will think of us with affection, and we shall hear regularly from you.",MWS
545,"You must pardon me if I regard any interruption in your correspondence as a proof that your other duties are equally neglected.”  I knew well therefore what would be my father’s feelings, but I could not tear my thoughts from my employment, loathsome in itself, but which had taken an irresistible hold of my imagination.",MWS
546,"I wished, as it were, to procrastinate all that related to my feelings of affection until the great object, which swallowed up every habit of my nature, should be completed.",MWS
547,"I then thought that my father would be unjust if he ascribed my neglect to vice or faultiness on my part, but I am now convinced that he was justified in conceiving that I should not be altogether free from blame.",MWS
548,A human being in perfection ought always to preserve a calm and peaceful mind and never to allow passion or a transitory desire to disturb his tranquillity.,MWS
549,I do not think that the pursuit of knowledge is an exception to this rule.,MWS
550,"If the study to which you apply yourself has a tendency to weaken your affections and to destroy your taste for those simple pleasures in which no alloy can possibly mix, then that study is certainly unlawful, that is to say, not befitting the human mind.",MWS
551,"If this rule were always observed; if no man allowed any pursuit whatsoever to interfere with the tranquillity of his domestic affections, Greece had not been enslaved, Cæsar would have spared his country, America would have been discovered more gradually, and the empires of Mexico and Peru had not been destroyed.",MWS
552,"But I forget that I am moralizing in the most interesting part of my tale, and your looks remind me to proceed.",MWS
553,My father made no reproach in his letters and only took notice of my silence by inquiring into my occupations more particularly than before.,MWS
554,"Winter, spring, and summer passed away during my labours; but I did not watch the blossom or the expanding leaves—sights which before always yielded me supreme delight—so deeply was I engrossed in my occupation.",MWS
555,"The leaves of that year had withered before my work drew near to a close, and now every day showed me more plainly how well I had succeeded.",MWS
556,"But my enthusiasm was checked by my anxiety, and I appeared rather like one doomed by slavery to toil in the mines, or any other unwholesome trade than an artist occupied by his favourite employment.",MWS
557,"Every night I was oppressed by a slow fever, and I became nervous to a most painful degree; the fall of a leaf startled me, and I shunned my fellow creatures as if I had been guilty of a crime.",MWS
558,"Sometimes I grew alarmed at the wreck I perceived that I had become; the energy of my purpose alone sustained me: my labours would soon end, and I believed that exercise and amusement would then drive away incipient disease; and I promised myself both of these when my creation should be complete.",MWS
559,Chapter 5  It was on a dreary night of November that I beheld the accomplishment of my toils.,MWS
560,"With an anxiety that almost amounted to agony, I collected the instruments of life around me, that I might infuse a spark of being into the lifeless thing that lay at my feet.",MWS
561,"It was already one in the morning; the rain pattered dismally against the panes, and my candle was nearly burnt out, when, by the glimmer of the half-extinguished light, I saw the dull yellow eye of the creature open; it breathed hard, and a convulsive motion agitated its limbs.",MWS
562,"How can I describe my emotions at this catastrophe, or how delineate the wretch whom with such infinite pains and care I had endeavoured to form?",MWS
563,"His limbs were in proportion, and I had selected his features as beautiful.",MWS
564,"His yellow skin scarcely covered the work of muscles and arteries beneath; his hair was of a lustrous black, and flowing; his teeth of a pearly whiteness; but these luxuriances only formed a more horrid contrast with his watery eyes, that seemed almost of the same colour as the dun-white sockets in which they were set, his shrivelled complexion and straight black lips.",MWS
565,The different accidents of life are not so changeable as the feelings of human nature.,MWS
566,"I had worked hard for nearly two years, for the sole purpose of infusing life into an inanimate body.",MWS
567,For this I had deprived myself of rest and health.,MWS
568,"I had desired it with an ardour that far exceeded moderation; but now that I had finished, the beauty of the dream vanished, and breathless horror and disgust filled my heart.",MWS
569,"Unable to endure the aspect of the being I had created, I rushed out of the room and continued a long time traversing my bed-chamber, unable to compose my mind to sleep.",MWS
570,"At length lassitude succeeded to the tumult I had before endured, and I threw myself on the bed in my clothes, endeavouring to seek a few moments of forgetfulness.",MWS
571,"But it was in vain; I slept, indeed, but I was disturbed by the wildest dreams.",MWS
572,"I thought I saw Elizabeth, in the bloom of health, walking in the streets of Ingolstadt.",MWS
573,"Delighted and surprised, I embraced her, but as I imprinted the first kiss on her lips, they became livid with the hue of death; her features appeared to change, and I thought that I held the corpse of my dead mother in my arms; a shroud enveloped her form, and I saw the grave-worms crawling in the folds of the flannel.",MWS
574,"I started from my sleep with horror; a cold dew covered my forehead, my teeth chattered, and every limb became convulsed; when, by the dim and yellow light of the moon, as it forced its way through the window shutters, I beheld the wretch—the miserable monster whom I had created.",MWS
575,"He held up the curtain of the bed; and his eyes, if eyes they may be called, were fixed on me.",MWS
576,"His jaws opened, and he muttered some inarticulate sounds, while a grin wrinkled his cheeks.",MWS
577,"He might have spoken, but I did not hear; one hand was stretched out, seemingly to detain me, but I escaped and rushed downstairs.",MWS
578,"I took refuge in the courtyard belonging to the house which I inhabited, where I remained during the rest of the night, walking up and down in the greatest agitation, listening attentively, catching and fearing each sound as if it were to announce the approach of the demoniacal corpse to which I had so miserably given life.",MWS
579,No mortal could support the horror of that countenance.,MWS
580,A mummy again endued with animation could not be so hideous as that wretch.,MWS
581,"I had gazed on him while unfinished; he was ugly then, but when those muscles and joints were rendered capable of motion, it became a thing such as even Dante could not have conceived.",MWS
582,I passed the night wretchedly.,MWS
583,"Sometimes my pulse beat so quickly and hardly that I felt the palpitation of every artery; at others, I nearly sank to the ground through languor and extreme weakness.",MWS
584,"Mingled with this horror, I felt the bitterness of disappointment; dreams that had been my food and pleasant rest for so long a space were now become a hell to me; and the change was so rapid, the overthrow so complete!",MWS
585,"Morning, dismal and wet, at length dawned and discovered to my sleepless and aching eyes the church of Ingolstadt, its white steeple and clock, which indicated the sixth hour.",MWS
586,"The porter opened the gates of the court, which had that night been my asylum, and I issued into the streets, pacing them with quick steps, as if I sought to avoid the wretch whom I feared every turning of the street would present to my view.",MWS
587,"I did not dare return to the apartment which I inhabited, but felt impelled to hurry on, although drenched by the rain which poured from a black and comfortless sky.",MWS
588,"I continued walking in this manner for some time, endeavouring by bodily exercise to ease the load that weighed upon my mind.",MWS
589,I traversed the streets without any clear conception of where I was or what I was doing.,MWS
590,"My heart palpitated in the sickness of fear, and I hurried on with irregular steps, not daring to look about me:      Like one who, on a lonely road,   Doth walk in fear and dread,   And, having once turned round, walks on,   And turns no more his head;   Because he knows a frightful fiend   Doth close behind him tread.",MWS
591,"[Coleridge’s “Ancient Mariner.”]    Continuing thus, I came at length opposite to the inn at which the various diligences and carriages usually stopped.",MWS
592,"Here I paused, I knew not why; but I remained some minutes with my eyes fixed on a coach that was coming towards me from the other end of the street.",MWS
593,"As it drew nearer I observed that it was the Swiss diligence; it stopped just where I was standing, and on the door being opened, I perceived Henry Clerval, who, on seeing me, instantly sprung out.",MWS
594,"“My dear Frankenstein,” exclaimed he, “how glad I am to see you!",MWS
595,"How fortunate that you should be here at the very moment of my alighting!”  Nothing could equal my delight on seeing Clerval; his presence brought back to my thoughts my father, Elizabeth, and all those scenes of home so dear to my recollection.",MWS
596,"I grasped his hand, and in a moment forgot my horror and misfortune; I felt suddenly, and for the first time during many months, calm and serene joy.",MWS
597,"I welcomed my friend, therefore, in the most cordial manner, and we walked towards my college.",MWS
598,Clerval continued talking for some time about our mutual friends and his own good fortune in being permitted to come to Ingolstadt.,MWS
599,"“You may easily believe,” said he, “how great was the difficulty to persuade my father that all necessary knowledge was not comprised in the noble art of book-keeping; and, indeed, I believe I left him incredulous to the last, for his constant answer to my unwearied entreaties was the same as that of the Dutch schoolmaster in The Vicar of Wakefield: ‘I have ten thousand florins a year without Greek, I eat heartily without Greek.’ But his affection for me at length overcame his dislike of learning, and he has permitted me to undertake a voyage of discovery to the land of knowledge.”  “It gives me the greatest delight to see you; but tell me how you left my father, brothers, and Elizabeth.”  “Very well, and very happy, only a little uneasy that they hear from you so seldom.",MWS
600,"By the by, I mean to lecture you a little upon their account myself.",MWS
601,"But, my dear Frankenstein,” continued he, stopping short and gazing full in my face, “I did not before remark how very ill you appear; so thin and pale; you look as if you had been watching for several nights.”  “You have guessed right; I have lately been so deeply engaged in one occupation that I have not allowed myself sufficient rest, as you see; but I hope, I sincerely hope, that all these employments are now at an end and that I am at length free.”  I trembled excessively; I could not endure to think of, and far less to allude to, the occurrences of the preceding night.",MWS
602,"I walked with a quick pace, and we soon arrived at my college.",MWS
603,"I then reflected, and the thought made me shiver, that the creature whom I had left in my apartment might still be there, alive and walking about.",MWS
604,"I dreaded to behold this monster, but I feared still more that Henry should see him.",MWS
605,"Entreating him, therefore, to remain a few minutes at the bottom of the stairs, I darted up towards my own room.",MWS
606,My hand was already on the lock of the door before I recollected myself.,MWS
607,"I then paused, and a cold shivering came over me.",MWS
608,"I threw the door forcibly open, as children are accustomed to do when they expect a spectre to stand in waiting for them on the other side; but nothing appeared.",MWS
609,"I stepped fearfully in:  the apartment was empty, and my bedroom was also freed from its hideous guest.",MWS
610,"I could hardly believe that so great a good fortune could have befallen me, but when I became assured that my enemy had indeed fled, I clapped my hands for joy and ran down to Clerval.",MWS
611,"We ascended into my room, and the servant presently brought breakfast; but I was unable to contain myself.",MWS
612,"It was not joy only that possessed me; I felt my flesh tingle with excess of sensitiveness, and my pulse beat rapidly.",MWS
613,"I was unable to remain for a single instant in the same place; I jumped over the chairs, clapped my hands, and laughed aloud.",MWS
614,"Clerval at first attributed my unusual spirits to joy on his arrival, but when he observed me more attentively, he saw a wildness in my eyes for which he could not account, and my loud, unrestrained, heartless laughter frightened and astonished him.",MWS
615,"“My dear Victor,” cried he, “what, for God’s sake, is the matter?",MWS
616,Do not laugh in that manner.,MWS
617,How ill you are!,MWS
618,"What is the cause of all this?”  “Do not ask me,” cried I, putting my hands before my eyes, for I thought I saw the dreaded spectre glide into the room; “_he_ can tell.",MWS
619,Save me!”  I imagined that the monster seized me; I struggled furiously and fell down in a fit.,MWS
620,What must have been his feelings?,MWS
621,"A meeting, which he anticipated with such joy, so strangely turned to bitterness.",MWS
622,"But I was not the witness of his grief, for I was lifeless and did not recover my senses for a long, long time.",MWS
623,This was the commencement of a nervous fever which confined me for several months.,MWS
624,During all that time Henry was my only nurse.,MWS
625,"I afterwards learned that, knowing my father’s advanced age and unfitness for so long a journey, and how wretched my sickness would make Elizabeth, he spared them this grief by concealing the extent of my disorder.",MWS
626,"He knew that I could not have a more kind and attentive nurse than himself; and, firm in the hope he felt of my recovery, he did not doubt that, instead of doing harm, he performed the kindest action that he could towards them.",MWS
627,"But I was in reality very ill, and surely nothing but the unbounded and unremitting attentions of my friend could have restored me to life.",MWS
628,"The form of the monster on whom I had bestowed existence was for ever before my eyes, and I raved incessantly concerning him.",MWS
629,"Doubtless my words surprised Henry; he at first believed them to be the wanderings of my disturbed imagination, but the pertinacity with which I continually recurred to the same subject persuaded him that my disorder indeed owed its origin to some uncommon and terrible event.",MWS
630,"By very slow degrees, and with frequent relapses that alarmed and grieved my friend, I recovered.",MWS
631,"I remember the first time I became capable of observing outward objects with any kind of pleasure, I perceived that the fallen leaves had disappeared and that the young buds were shooting forth from the trees that shaded my window.",MWS
632,"It was a divine spring, and the season contributed greatly to my convalescence.",MWS
633,"I felt also sentiments of joy and affection revive in my bosom; my gloom disappeared, and in a short time I became as cheerful as before I was attacked by the fatal passion.",MWS
634,"“Dearest Clerval,” exclaimed I, “how kind, how very good you are to me.",MWS
635,"This whole winter, instead of being spent in study, as you promised yourself, has been consumed in my sick room.",MWS
636,How shall I ever repay you?,MWS
637,"I feel the greatest remorse for the disappointment of which I have been the occasion, but you will forgive me.”  “You will repay me entirely if you do not discompose yourself, but get well as fast as you can; and since you appear in such good spirits, I may speak to you on one subject, may I not?”  I trembled.",MWS
638,What could it be?,MWS
639,Could he allude to an object on whom I dared not even think?,MWS
640,"“Compose yourself,” said Clerval, who observed my change of colour, “I will not mention it if it agitates you; but your father and cousin would be very happy if they received a letter from you in your own handwriting.",MWS
641,"They hardly know how ill you have been and are uneasy at your long silence.”  “Is that all, my dear Henry?",MWS
642,"How could you suppose that my first thought would not fly towards those dear, dear friends whom I love and who are so deserving of my love?”  “If this is your present temper, my friend, you will perhaps be glad to see a letter that has been lying here some days for you; it is from your cousin, I believe.”      Chapter 6  Clerval then put the following letter into my hands.",MWS
643,"It was from my own Elizabeth:  “My dearest Cousin,  “You have been ill, very ill, and even the constant letters of dear kind Henry are not sufficient to reassure me on your account.",MWS
644,"You are forbidden to write—to hold a pen; yet one word from you, dear Victor, is necessary to calm our apprehensions.",MWS
645,"For a long time I have thought that each post would bring this line, and my persuasions have restrained my uncle from undertaking a journey to Ingolstadt.",MWS
646,"I have prevented his encountering the inconveniences and perhaps dangers of so long a journey, yet how often have I regretted not being able to perform it myself!",MWS
647,"I figure to myself that the task of attending on your sickbed has devolved on some mercenary old nurse, who could never guess your wishes nor minister to them with the care and affection of your poor cousin.",MWS
648,Yet that is over now:  Clerval writes that indeed you are getting better.,MWS
649,I eagerly hope that you will confirm this intelligence soon in your own handwriting.,MWS
650,“Get well—and return to us.,MWS
651,"You will find a happy, cheerful home and friends who love you dearly.",MWS
652,"Your father’s health is vigorous, and he asks but to see you, but to be assured that you are well; and not a care will ever cloud his benevolent countenance.",MWS
653,How pleased you would be to remark the improvement of our Ernest!,MWS
654,He is now sixteen and full of activity and spirit.,MWS
655,"He is desirous to be a true Swiss and to enter into foreign service, but we cannot part with him, at least until his elder brother returns to us.",MWS
656,"My uncle is not pleased with the idea of a military career in a distant country, but Ernest never had your powers of application.",MWS
657,"He looks upon study as an odious fetter; his time is spent in the open air, climbing the hills or rowing on the lake.",MWS
658,I fear that he will become an idler unless we yield the point and permit him to enter on the profession which he has selected.,MWS
659,"“Little alteration, except the growth of our dear children, has taken place since you left us.",MWS
660,The blue lake and snow-clad mountains—they never change; and I think our placid home and our contented hearts are regulated by the same immutable laws.,MWS
661,"My trifling occupations take up my time and amuse me, and I am rewarded for any exertions by seeing none but happy, kind faces around me.",MWS
662,"Since you left us, but one change has taken place in our little household.",MWS
663,Do you remember on what occasion Justine Moritz entered our family?,MWS
664,"Probably you do not; I will relate her history, therefore in a few words.",MWS
665,"Madame Moritz, her mother, was a widow with four children, of whom Justine was the third.",MWS
666,"This girl had always been the favourite of her father, but through a strange perversity, her mother could not endure her, and after the death of M. Moritz, treated her very ill.  My aunt observed this, and when Justine was twelve years of age, prevailed on her mother to allow her to live at our house.",MWS
667,The republican institutions of our country have produced simpler and happier manners than those which prevail in the great monarchies that surround it.,MWS
668,"Hence there is less distinction between the several classes of its inhabitants; and the lower orders, being neither so poor nor so despised, their manners are more refined and moral.",MWS
669,A servant in Geneva does not mean the same thing as a servant in France and England.,MWS
670,"Justine, thus received in our family, learned the duties of a servant, a condition which, in our fortunate country, does not include the idea of ignorance and a sacrifice of the dignity of a human being.",MWS
671,"“Justine, you may remember, was a great favourite of yours; and I recollect you once remarked that if you were in an ill humour, one glance from Justine could dissipate it, for the same reason that Ariosto gives concerning the beauty of Angelica—she looked so frank-hearted and happy.",MWS
672,"My aunt conceived a great attachment for her, by which she was induced to give her an education superior to that which she had at first intended.",MWS
673,"This benefit was fully repaid; Justine was the most grateful little creature in the world:  I do not mean that she made any professions I never heard one pass her lips, but you could see by her eyes that she almost adored her protectress.",MWS
674,"Although her disposition was gay and in many respects inconsiderate, yet she paid the greatest attention to every gesture of my aunt.",MWS
675,"She thought her the model of all excellence and endeavoured to imitate her phraseology and manners, so that even now she often reminds me of her.",MWS
676,"“When my dearest aunt died every one was too much occupied in their own grief to notice poor Justine, who had attended her during her illness with the most anxious affection.",MWS
677,Poor Justine was very ill; but other trials were reserved for her.,MWS
678,"“One by one, her brothers and sister died; and her mother, with the exception of her neglected daughter, was left childless.",MWS
679,The conscience of the woman was troubled; she began to think that the deaths of her favourites was a judgement from heaven to chastise her partiality.,MWS
680,She was a Roman Catholic; and I believe her confessor confirmed the idea which she had conceived.,MWS
681,"Accordingly, a few months after your departure for Ingolstadt, Justine was called home by her repentant mother.",MWS
682,"She wept when she quitted our house; she was much altered since the death of my aunt; grief had given softness and a winning mildness to her manners, which had before been remarkable for vivacity.",MWS
683,Nor was her residence at her mother’s house of a nature to restore her gaiety.,MWS
684,The poor woman was very vacillating in her repentance.,MWS
685,"She sometimes begged Justine to forgive her unkindness, but much oftener accused her of having caused the deaths of her brothers and sister.",MWS
686,"Perpetual fretting at length threw Madame Moritz into a decline, which at first increased her irritability, but she is now at peace for ever.",MWS
687,"She died on the first approach of cold weather, at the beginning of this last winter.",MWS
688,Justine has just returned to us; and I assure you I love her tenderly.,MWS
689,"She is very clever and gentle, and extremely pretty; as I mentioned before, her mien and her expression continually remind me of my dear aunt.",MWS
690,"“I must say also a few words to you, my dear cousin, of little darling William.",MWS
691,"I wish you could see him; he is very tall of his age, with sweet laughing blue eyes, dark eyelashes, and curling hair.",MWS
692,"When he smiles, two little dimples appear on each cheek, which are rosy with health.",MWS
693,"He has already had one or two little _wives,_ but Louisa Biron is his favourite, a pretty little girl of five years of age.",MWS
694,"“Now, dear Victor, I dare say you wish to be indulged in a little gossip concerning the good people of Geneva.",MWS
695,"The pretty Miss Mansfield has already received the congratulatory visits on her approaching marriage with a young Englishman, John Melbourne, Esq.",MWS
696,"Her ugly sister, Manon, married M. Duvillard, the rich banker, last autumn.",MWS
697,"Your favourite schoolfellow, Louis Manoir, has suffered several misfortunes since the departure of Clerval from Geneva.",MWS
698,"But he has already recovered his spirits, and is reported to be on the point of marrying a lively pretty Frenchwoman, Madame Tavernier.",MWS
699,"She is a widow, and much older than Manoir; but she is very much admired, and a favourite with everybody.",MWS
700,"“I have written myself into better spirits, dear cousin; but my anxiety returns upon me as I conclude.",MWS
701,"Write, dearest Victor,—one line—one word will be a blessing to us.",MWS
702,"Ten thousand thanks to Henry for his kindness, his affection, and his many letters; we are sincerely grateful.",MWS
703,"my cousin; take care of yourself; and, I entreat you, write!",MWS
704,"“Geneva, March 18th, 17—.”    “Dear, dear Elizabeth!” I exclaimed, when I had read her letter: “I will write instantly and relieve them from the anxiety they must feel.” I wrote, and this exertion greatly fatigued me; but my convalescence had commenced, and proceeded regularly.",MWS
705,In another fortnight I was able to leave my chamber.,MWS
706,One of my first duties on my recovery was to introduce Clerval to the several professors of the university.,MWS
707,"In doing this, I underwent a kind of rough usage, ill befitting the wounds that my mind had sustained.",MWS
708,"Ever since the fatal night, the end of my labours, and the beginning of my misfortunes, I had conceived a violent antipathy even to the name of natural philosophy.",MWS
709,"When I was otherwise quite restored to health, the sight of a chemical instrument would renew all the agony of my nervous symptoms.",MWS
710,"Henry saw this, and had removed all my apparatus from my view.",MWS
711,He had also changed my apartment; for he perceived that I had acquired a dislike for the room which had previously been my laboratory.,MWS
712,But these cares of Clerval were made of no avail when I visited the professors.,MWS
713,"M. Waldman inflicted torture when he praised, with kindness and warmth, the astonishing progress I had made in the sciences.",MWS
714,"He soon perceived that I disliked the subject; but not guessing the real cause, he attributed my feelings to modesty, and changed the subject from my improvement, to the science itself, with a desire, as I evidently saw, of drawing me out.",MWS
715,What could I do?,MWS
716,"He meant to please, and he tormented me.",MWS
717,"I felt as if he had placed carefully, one by one, in my view those instruments which were to be afterwards used in putting me to a slow and cruel death.",MWS
718,"I writhed under his words, yet dared not exhibit the pain I felt.",MWS
719,"Clerval, whose eyes and feelings were always quick in discerning the sensations of others, declined the subject, alleging, in excuse, his total ignorance; and the conversation took a more general turn.",MWS
720,"I thanked my friend from my heart, but I did not speak.",MWS
721,"I saw plainly that he was surprised, but he never attempted to draw my secret from me; and although I loved him with a mixture of affection and reverence that knew no bounds, yet I could never persuade myself to confide in him that event which was so often present to my recollection, but which I feared the detail to another would only impress more deeply.",MWS
722,"M. Krempe was not equally docile; and in my condition at that time, of almost insupportable sensitiveness, his harsh blunt encomiums gave me even more pain than the benevolent approbation of M. Waldman.",MWS
723,"“D—n the fellow!” cried he; “why, M. Clerval, I assure you he has outstript us all.",MWS
724,"Ay, stare if you please; but it is nevertheless true.",MWS
725,"A youngster who, but a few years ago, believed in Cornelius Agrippa as firmly as in the gospel, has now set himself at the head of the university; and if he is not soon pulled down, we shall all be out of countenance.—Ay, ay,” continued he, observing my face expressive of suffering, “M.",MWS
726,Frankenstein is modest; an excellent quality in a young man.,MWS
727,"Young men should be diffident of themselves, you know, M. Clerval: I was myself when young; but that wears out in a very short time.”  M. Krempe had now commenced an eulogy on himself, which happily turned the conversation from a subject that was so annoying to me.",MWS
728,Clerval had never sympathised in my tastes for natural science; and his literary pursuits differed wholly from those which had occupied me.,MWS
729,"He came to the university with the design of making himself complete master of the oriental languages, and thus he should open a field for the plan of life he had marked out for himself.",MWS
730,"Resolved to pursue no inglorious career, he turned his eyes toward the East, as affording scope for his spirit of enterprise.",MWS
731,"The Persian, Arabic, and Sanskrit languages engaged his attention, and I was easily induced to enter on the same studies.",MWS
732,"Idleness had ever been irksome to me, and now that I wished to fly from reflection, and hated my former studies, I felt great relief in being the fellow-pupil with my friend, and found not only instruction but consolation in the works of the orientalists.",MWS
733,"I did not, like him, attempt a critical knowledge of their dialects, for I did not contemplate making any other use of them than temporary amusement.",MWS
734,"I read merely to understand their meaning, and they well repaid my labours.",MWS
735,"Their melancholy is soothing, and their joy elevating, to a degree I never experienced in studying the authors of any other country.",MWS
736,"When you read their writings, life appears to consist in a warm sun and a garden of roses,—in the smiles and frowns of a fair enemy, and the fire that consumes your own heart.",MWS
737,How different from the manly and heroical poetry of Greece and Rome!,MWS
738,"Summer passed away in these occupations, and my return to Geneva was fixed for the latter end of autumn; but being delayed by several accidents, winter and snow arrived, the roads were deemed impassable, and my journey was retarded until the ensuing spring.",MWS
739,I felt this delay very bitterly; for I longed to see my native town and my beloved friends.,MWS
740,"My return had only been delayed so long, from an unwillingness to leave Clerval in a strange place, before he had become acquainted with any of its inhabitants.",MWS
741,"The winter, however, was spent cheerfully; and although the spring was uncommonly late, when it came its beauty compensated for its dilatoriness.",MWS
742,"The month of May had already commenced, and I expected the letter daily which was to fix the date of my departure, when Henry proposed a pedestrian tour in the environs of Ingolstadt, that I might bid a personal farewell to the country I had so long inhabited.",MWS
743,"I acceded with pleasure to this proposition:  I was fond of exercise, and Clerval had always been my favourite companion in the ramble of this nature that I had taken among the scenes of my native country.",MWS
744,"We passed a fortnight in these perambulations:  my health and spirits had long been restored, and they gained additional strength from the salubrious air I breathed, the natural incidents of our progress, and the conversation of my friend.",MWS
745,"Study had before secluded me from the intercourse of my fellow-creatures, and rendered me unsocial; but Clerval called forth the better feelings of my heart; he again taught me to love the aspect of nature, and the cheerful faces of children.",MWS
746,"how sincerely you did love me, and endeavour to elevate my mind until it was on a level with your own.",MWS
747,"A selfish pursuit had cramped and narrowed me, until your gentleness and affection warmed and opened my senses; I became the same happy creature who, a few years ago, loved and beloved by all, had no sorrow or care.",MWS
748,"When happy, inanimate nature had the power of bestowing on me the most delightful sensations.",MWS
749,A serene sky and verdant fields filled me with ecstasy.,MWS
750,"The present season was indeed divine; the flowers of spring bloomed in the hedges, while those of summer were already in bud.",MWS
751,"I was undisturbed by thoughts which during the preceding year had pressed upon me, notwithstanding my endeavours to throw them off, with an invincible burden.",MWS
752,"Henry rejoiced in my gaiety, and sincerely sympathised in my feelings: he exerted himself to amuse me, while he expressed the sensations that filled his soul.",MWS
753,"The resources of his mind on this occasion were truly astonishing: his conversation was full of imagination; and very often, in imitation of the Persian and Arabic writers, he invented tales of wonderful fancy and passion.",MWS
754,"At other times he repeated my favourite poems, or drew me out into arguments, which he supported with great ingenuity.",MWS
755,"We returned to our college on a Sunday afternoon: the peasants were dancing, and every one we met appeared gay and happy.",MWS
756,"My own spirits were high, and I bounded along with feelings of unbridled joy and hilarity.",MWS
757,"Chapter 7  On my return, I found the following letter from my father:—  “My dear Victor,  “You have probably waited impatiently for a letter to fix the date of your return to us; and I was at first tempted to write only a few lines, merely mentioning the day on which I should expect you.",MWS
